STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,AWND,PRCP,TAVG,TSUN,WT01,WT02,WT03,WT04,WT08,WT09,WT11,WT13,WT15,WT16,WT18,WT19,WT21,WT22
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,7/16/2003,8.5,0,81,0,,,,,,,,,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,7/17/2003,4.47,0.11,79,0,,,1,,1,,,1,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,7/18/2003,4.47,0,79,0,,,1,,1,,,1,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,7/19/2003,6.49,0.06,77,0,,,1,,,,,1,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,7/20/2003,6.04,0,77,0,1,1,,,1,,,1,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,7/21/2003,9.84,0,79,0,,,,,1,,,1,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,7/22/2003,14.76,0,85,0,,,,,,,,1,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,7/23/2003,13.2,0.95,78,0,1,,1,,,,,1,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,7/24/2003,7.61,0.33,76,0,,,,,,,,1,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,7/25/2003,3.8,0,76,0,,,,,,,,1,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,7/26/2003,3.58,0,77,0,1,1,,,,,,1,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,7/27/2003,9.17,0,81,0,,,,,,,,1,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,7/28/2003,11.63,0,83,0,,,,,,,,,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,7/29/2003,9.62,0,81,0,,,,,1,,,1,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,7/30/2003,4.47,0.36,81,0,1,1,1,,1,,,1,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,7/31/2003,4.03,0.03,79,0,,,1,,1,,,1,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,8/1/2003,8.5,0,83,0,,,,,,,,,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,8/2/2003,9.17,0,81,0,,,,,,,,,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,8/3/2003,5.82,0.91,80,0,,1,1,,,,,1,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,8/4/2003,8.95,0.01,80,0,,,,,,,,,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,8/5/2003,9.17,0.04,80,0,,,1,,,,,1,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,8/6/2003,4.92,0.69,78,0,1,,,,,,,1,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,8/7/2003,9.62,0.7,78,0,,,,,,,,1,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,8/8/2003,6.26,0.01,78,0,,,,,1,,,1,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,8/9/2003,7.38,0.2,79,0,,,,,,,,1,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,8/10/2003,8.28,0.06,78,0,,,,,,,,1,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,8/11/2003,6.93,0.57,79,0,1,,1,,,,,1,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,8/12/2003,5.14,0.07,79,0,,,,,1,,,1,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,8/13/2003,3.58,0,80,0,,1,,,,,,1,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,8/14/2003,1.34,0.44,82,0,1,,1,,,,,1,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,8/15/2003,2.01,0.04,81,0,,,1,,1,,,1,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,8/16/2003,9.17,0,82,0,,,,,1,,,1,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,8/17/2003,7.38,0.01,78,0,,,1,,1,,,1,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,8/18/2003,4.92,0,77,0,,,1,,1,,,1,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,8/19/2003,7.61,0,79,0,,,,,,,,1,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,8/20/2003,5.82,0,79,0,,,,,,,,,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,8/21/2003,4.47,0,78,0,1,,,,,,,1,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,8/22/2003,7.83,0,83,,,,,,1,,,1,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,8/23/2003,7.61,0,77,,,,,,1,,,1,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,8/24/2003,5.37,0,71,,,,,,,,,1,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,8/25/2003,6.26,0,73,,,,,,,,,,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,8/26/2003,5.37,0,82,,,,,,1,,,1,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,8/27/2003,5.37,0,84,,,,,,1,,,1,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,8/28/2003,5.37,0,84,0,,,,,1,,,1,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,8/29/2003,9.84,0,84,0,,,,,,,,,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,8/30/2003,10.74,0,84,0,,,,,,,,,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,8/31/2003,6.26,0.46,80,0,,,,,,,,1,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,9/1/2003,7.83,0,80,0,,,,,,,,1,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,9/2/2003,8.28,0,82,0,,,,,,,,1,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,9/3/2003,8.05,0.41,82,0,,,1,,,,,1,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,9/4/2003,9.4,0.99,80,0,1,,1,,,,,1,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,9/5/2003,10.74,0,74,0,,,,,,,,1,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,9/6/2003,8.95,0,70,0,,,,,,,,,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,9/7/2003,11.86,0,73,0,,,,,,,,,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,9/8/2003,14.09,0,75,0,,,,,,,,,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,9/9/2003,18.34,0.01,75,0,,,,,,,,1,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,9/10/2003,17.45,0,69,0,,,,,,,,,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,9/11/2003,15.66,0.01,69,0,,,,,,,,1,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,9/12/2003,15.21,1.72,74,0,,,,,,,,1,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,9/13/2003,6.71,0,74,0,,,,,,,,1,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,9/14/2003,3.8,0,72,0,1,1,,,,,,1,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,9/15/2003,4.03,0.16,75,0,1,1,,,,,,1,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,9/16/2003,11.41,0,73,0,1,1,,,,,,1,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,9/17/2003,18.57,0.05,72,0,,,,,,,,1,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,9/18/2003,17.67,2.72,0,,,,,,,,,1,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,9/19/2003,,0.05,0,,,,,,,,,1,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,9/20/2003,0.67,0,0,,,,,,,,,1,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,9/21/2003,,0,0,,,,,,,,,,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,9/22/2003,,0,0,,,,,,,,,,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,9/23/2003,0.67,0.93,0,,,,,,,,,1,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,9/24/2003,5.59,0,70,0,1,1,,,,,,1,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,9/25/2003,3.58,0,70,,1,1,,,,,,1,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,9/26/2003,5.14,0,71,0,1,1,,,,,,1,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,9/27/2003,5.37,0.21,77,0,,,,,,,,1,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,9/28/2003,6.93,0.32,71,0,1,,,,,,,1,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,9/29/2003,8.72,0,63,,,,,,,,,,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,9/30/2003,7.61,0,62,,,,,,,,,,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,10/1/2003,3.13,0,60,0,,,,,,,,1,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,10/2/2003,11.41,0,60,0,,,,,,,,,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,10/3/2003,7.16,0,56,0,,,,,,,,,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,10/4/2003,6.71,0,63,0,,,,,,,,,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,10/5/2003,5.82,0,63,0,,,,,,,,1,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,10/6/2003,3.8,0,65,0,,,,,,,,,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,10/7/2003,2.91,0,66,0,,,,,,,,1,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,10/8/2003,5.82,0,66,0,1,1,,,,,,1,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,10/9/2003,11.63,0.11,72,0,,,,,,,,1,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,10/10/2003,18.12,0.26,69,0,,,,,,,,1,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,10/11/2003,14.09,0.01,65,0,,,,,,,,1,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,10/12/2003,8.72,0,71,0,,,,,1,,,1,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,10/13/2003,5.82,0,67,0,,,,,1,,,1,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,10/14/2003,7.61,0.49,64,0,,,,,,,,1,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,10/15/2003,7.61,0.06,0,,,,,,1,,,1,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,10/16/2003,5.37,0,55,0,,,,,1,,,1,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,10/17/2003,7.61,0,60,0,,,,,,,,,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,10/18/2003,13.2,0,55,0,,,,,,,,,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,10/19/2003,5.14,0,56,0,,,,,,,,,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,10/20/2003,6.71,0,61,0,,,,,,,,1,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,10/21/2003,13.65,0.02,68,0,,,,,,,,,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,10/22/2003,10.96,0.01,60,0,,,,,,,,,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,10/23/2003,7.16,0,48,0,,,,,,,,,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,10/24/2003,9.4,0,51,0,,,,,,,,,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,10/25/2003,4.7,0.02,54,0,,,,,,,,1,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,10/26/2003,3.8,0.05,66,0,,,,,,,,1,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,10/27/2003,9.4,0.13,67,0,,,,,,,,,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,10/28/2003,8.72,1.05,61,0,,,,,,,,1,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,10/29/2003,8.95,1.55,57,0,,,,,,,,1,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,10/30/2003,2.46,0,58,0,,,,,,,,,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,10/31/2003,1.57,0,59,0,1,1,,,,,,1,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,11/1/2003,2.01,0,62,0,1,1,,,,,,1,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,11/2/2003,2.24,0,63,0,1,1,,,,,,1,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,11/3/2003,3.36,0,66,0,1,1,,,,,,1,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,11/4/2003,4.03,0.01,75,0,1,1,,,,,,1,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,11/5/2003,5.14,0,74,0,1,1,,,,,,1,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,11/6/2003,4.7,0.04,76,0,1,1,,,,,,1,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,11/7/2003,5.59,0,65,0,,,,,,,,1,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,11/8/2003,8.05,0.01,55,,,,,,1,,,,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,11/9/2003,15.88,0,51,0,,,,,,,,,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,11/10/2003,10.29,0,53,0,,,,,,,,,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,11/11/2003,7.38,0,57,0,,1,,,,,,1,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,11/12/2003,12.53,0,69,0,,,,,,,,,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,11/13/2003,20.36,0,54,0,,,,,,,,,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,11/14/2003,12.3,0,44,0,,,,,,,,,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,11/15/2003,8.28,0,51,0,,,,,,,,,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,11/16/2003,5.37,0,57,0,,,,,,,,,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,11/17/2003,7.61,0,64,0,,,,,,,,,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,11/18/2003,9.17,0,64,0,,,,,,,,,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,11/19/2003,14.09,1.32,67,0,,,,,,,,1,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,11/20/2003,10.96,0.08,52,0,,,,,,,,1,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,11/21/2003,4.7,0,56,0,,,,,1,,,,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,11/22/2003,4.03,0,58,0,1,1,,,,,,1,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,11/23/2003,3.36,0,56,0,1,1,,,,,,1,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,11/24/2003,7.38,0,59,0,1,1,,,,,,1,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,11/25/2003,13.42,0,49,0,,,,,,,,,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,11/26/2003,4.7,0,47,0,,,,,,,,1,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,11/27/2003,4.03,0,51,0,,,,,,,,1,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,11/28/2003,15.21,0.08,62,0,,,,,,,,1,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,11/29/2003,17,0,41,0,,,,,,,,,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,11/30/2003,10.74,0,46,0,,,,,,,,,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,12/1/2003,12.75,0,53,0,,,,,1,,,,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,12/2/2003,10.51,0,39,0,,,,,1,,,,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,12/3/2003,10.29,0,36,0,,,,,,,,,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,12/4/2003,11.41,0.66,42,0,,,,,,,,1,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,12/5/2003,10.96,0.32,48,0,1,1,,,,,,1,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,12/6/2003,16.78,0,37,0,,,,,,,,1,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,12/7/2003,11.18,0,36,0,,,,,,,,,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,12/8/2003,5.59,0,37,0,,,,,,,,,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,12/9/2003,3.8,0,39,0,,,,,,,,1,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,12/10/2003,9.4,2.05,51,,,,,,,,,1,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,12/11/2003,14.99,0.77,52,,,,,,,,,1,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,12/12/2003,5.14,0,40,,,,,,,,,,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,12/13/2003,13.42,0,40,,,,,,,,,,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,12/14/2003,12.53,1.84,49,,1,,,,,,,1,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,12/15/2003,10.29,0,42,0,,,,,,,,,,,1,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,12/16/2003,5.37,0,43,0,,,,,,,,1,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,12/17/2003,13.2,0.3,49,0,,,,,,,,1,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,12/18/2003,8.05,0,39,0,,,,,,,,,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,12/19/2003,7.83,0.01,35,0,,,,,,,,1,,1,1,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,12/20/2003,9.4,0,35,0,,,,,,,,,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,12/21/2003,8.5,0,34,0,,,,,,,,,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,12/22/2003,11.41,0,46,0,,,,,,,,,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,12/23/2003,8.28,0.36,53,0,,,,,,,,1,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,12/24/2003,9.62,1.93,56,0,,,,,,,,1,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,12/25/2003,8.72,0,40,0,,,,,,,,,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,12/26/2003,8.5,0,37,0,,,,,,,,,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,12/27/2003,7.61,0,41,0,,,,,,,,,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,12/28/2003,3.58,0,40,0,1,1,,,,,,1,,,,,,1
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,12/29/2003,6.04,0,46,0,1,1,,,,,,1,,,,,,1
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,12/30/2003,12.53,0.01,51,0,,,,,,,,1,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,12/31/2003,5.82,0,44,0,,,,,,,,,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,1/1/2004,5.14,0,47,0,,,,,,,,,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,1/2/2004,7.16,0,50,0,,,,,,,,,,1,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,1/3/2004,11.41,0,56,0,,,,,,,,,,,,,,
USW00013786,"ELIZABETH CITY COAST GUARD AIR STATION, NC US",36.26056,-76.175,4,1/4/2004,13.2,0,66,0,,,,,,,,,,,,,,
